pdv_id,regiao,uf,municipio,tipo_estabelecimento,tier_historico,volume_q4_2024_hl,volume_q4_2025_hl,delta_volume_yoy_pct,share_ardor_pct,gasto_posm_trim_brl,visitas_promotor_mes,posm_instalado_cod,nps_dono_q4_2024,nps_dono_q4_2025,meses_no_programa,concorrentes_premium_no_pdv,evento_ativacional_2025
PDV-01474,Sudeste,RJ,Niterói,bar premium,B,39.1,35.7,-8.7,25.7,1322.0,3,FRZ|MES,79,79,47,1,1
PDV-00483,Sudeste,RJ,Niterói,pub,A,127.2,111.7,-12.2,36.7,2244.0,6,BAL|CHP|KVI|MES,69,60,47,0,0
PDV-02206,Sul,PR,Maringá,bar premium,C,26.3,25.6,-2.7,11.8,710.0,4,FRZ,53,55,47,1,0
PDV-01368,Sudeste,SP,São Paulo,bar premium,B,53.5,42.7,-20.2,29.4,1226.0,3,CHP|FRZ,60,56,47,3,0
PDV-02647,Sul,PR,Maringá,gastrobar,A,60.9,58.9,-3.3,23.9,2689.0,7,CHP|FRZ|LUM,41,26,39,0,0
PDV-00322,Sudeste,SP,São Paulo,restaurante,C,10.2,7.8,-23.5,25.7,721.0,2,CHP|LUM,79,66,47,2,0
PDV-01927,Sudeste,SP,Ribeirão Preto,choperia,C,11.9,10.8,-9.2,18.2,865.0,3,KVI|MES,41,37,47,1,0
PDV-03302,Centro-Oeste,DF,Brasília,bar premium,B,38.4,22.0,-42.7,33.7,967.0,4,BAL|CHP,63,53,23,3,0
PDV-02900,Centro-Oeste,MS,Campo Grande,gastrobar,B,29.4,29.8,1.4,32.1,1296.0,5,KVI|LUM,47,53,16,1,0
PDV-03188,Centro-Oeste,MS,Campo Grande,pub,B,54.8,50.4,-8.0,27.2,842.0,5,BAL|FRZ,60,38,47,0,0
PDV-01265,Sudeste,SP,Ribeirão Preto,bar premium,B,58.1,52.3,-10.0,20.8,1172.0,5,BAL|CHP|LUM,73,81,47,1,0
PDV-02128,Sul,PR,Maringá,restaurante,C,23.1,25.9,12.1,9.3,571.0,2,BAL|FRZ|LUM,45,38,47,0,1
PDV-00070,Sudeste,RJ,Niterói,restaurante,C,26.5,14.9,-43.8,10.7,578.0,4,CHP|LUM|MES,77,53,6,3,0
PDV-03376,Centro-Oeste,DF,Brasília,choperia,A,109.4,90.0,-17.7,30.6,2487.0,3,BAL|CHP|FRZ|KVI|LUM|MES,57,49,47,2,1
PDV-02773,Sul,RS,Pelotas,choperia,A,109.7,106.9,-2.6,32.7,2540.0,5,CHP|FRZ|KVI|LUM|MES,61,58,47,1,0
PDV-00411,Sudeste,SP,São Paulo,gastrobar,C,11.2,6.8,-39.3,9.5,700.0,3,BAL|MES,56,38,47,4,1
PDV-03787,Nordeste,CE,Fortaleza,rooftop,C,14.8,17.0,14.9,10.1,762.0,1,BAL|CHP,63,60,47,0,0
PDV-03505,Nordeste,PE,Recife,bar premium,B,32.7,33.7,3.1,20.7,1020.0,5,CHP|KVI|LUM|MES,64,63,47,0,0
PDV-01231,Sudeste,SP,São Paulo,bar premium,C,15.3,9.8,-35.9,14.6,676.0,3,BAL|LUM,70,55,47,4,0
PDV-03597,Nordeste,BA,Feira de Santana,bar premium,C,12.4,15.5,25.0,11.2,603.0,2,CHP|LUM,73,69,24,0,0
PDV-02657,Sul,RS,Caxias do Sul,choperia,B,49.1,31.3,-36.3,16.7,1235.0,4,BAL|CHP|LUM|MES,71,54,17,3,0
PDV-03110,Centro-Oeste,MT,Cuiabá,gastrobar,C,6.5,4.1,-36.9,11.3,830.0,4,FRZ,52,40,37,5,0
PDV-01174,Sudeste,ES,Vila Velha,bar premium,C,11.0,8.7,-20.9,7.5,575.0,3,BAL,71,64,35,3,1
PDV-02473,Sul,PR,Curitiba,pub,C,14.6,8.7,-40.4,15.5,688.0,3,MES,73,50,8,4,0
PDV-03381,Centro-Oeste,MS,Campo Grande,bar premium,A,138.7,122.3,-11.8,28.1,2205.0,6,BAL|CHP|FRZ|KVI|LUM|MES,62,63,35,0,1
PDV-00074,Sudeste,MG,Uberlândia,bar premium,B,45.3,36.4,-19.6,15.7,1047.0,3,FRZ|MES,75,61,47,1,0
PDV-03583,Nordeste,BA,Feira de Santana,bar premium,A,51.7,47.1,-8.9,30.6,2293.0,7,BAL|CHP|FRZ|KVI|LUM|MES,68,58,47,1,0
PDV-00217,Sudeste,ES,Vila Velha,bar premium,B,21.3,13.6,-36.2,16.9,1139.0,5,KVI|LUM|MES,44,38,47,4,0
PDV-02360,Sul,PR,Curitiba,rooftop,A,129.5,105.3,-18.7,40.4,2531.0,6,BAL|CHP|FRZ|KVI|LUM|MES,93,85,47,2,0
PDV-03436,Nordeste,PE,Olinda,bar premium,B,33.7,35.8,6.2,22.4,1251.0,5,BAL|FRZ|KVI|LUM,79,66,47,0,0
PDV-02743,Sul,SC,Florianópolis,restaurante,C,10.9,7.3,-33.0,22.0,713.0,5,CHP|FRZ|KVI,64,61,35,3,0
PDV-01989,Sudeste,ES,Vila Velha,gastrobar,A,81.3,80.4,-1.1,17.8,2468.0,6,BAL|CHP|FRZ|KVI|LUM|MES,47,40,22,0,1
PDV-02173,Sul,RS,Pelotas,bar premium,C,9.0,9.6,6.7,15.1,772.0,3,FRZ|KVI,37,38,47,1,0
PDV-00663,Sudeste,SP,São Paulo,bar premium,B,41.3,32.6,-21.1,12.5,1245.0,4,KVI|LUM,46,37,47,2,0
PDV-03577,Nordeste,PE,Caruaru,rooftop,B,21.8,21.5,-1.4,18.5,1396.0,4,BAL|FRZ,59,45,15,2,0
PDV-00528,Sudeste,MG,Belo Horizonte,restaurante,B,53.9,54.2,0.6,33.7,1176.0,5,FRZ|KVI|LUM,68,60,29,0,1
PDV-00531,Sudeste,SP,São José dos Campos,bar premium,C,15.6,15.3,-1.9,20.4,737.0,2,CHP|FRZ|LUM,55,36,47,1,0
PDV-01605,Sudeste,SP,São José dos Campos,bar premium,C,25.9,10.4,-59.8,15.8,645.0,6,CHP|FRZ,50,22,47,4,1
PDV-00660,Sudeste,SP,Ribeirão Preto,bar premium,A,154.6,72.3,-53.2,24.7,2492.0,5,BAL|CHP|FRZ|KVI|LUM|MES,73,63,47,3,0
PDV-02414,Sul,SC,Balneário Camboriú,pub,B,24.1,21.3,-11.6,15.2,1181.0,3,CHP|LUM|MES,53,43,47,2,1
PDV-00028,Sudeste,RJ,Niterói,choperia,C,5.8,3.3,-43.1,20.7,655.0,4,BAL|KVI,50,30,47,5,0
PDV-01435,Sudeste,RJ,Petrópolis,choperia,A,129.6,128.5,-0.8,32.7,2438.0,6,CHP|FRZ|KVI|LUM,64,60,24,1,1
PDV-02779,Sul,RS,Porto Alegre,pub,A,117.1,101.5,-13.3,14.9,2142.0,8,BAL|CHP|FRZ|KVI|LUM|MES,84,77,47,0,1
PDV-00922,Sudeste,SP,São José dos Campos,bar premium,A,118.1,84.3,-28.6,33.2,2476.0,5,BAL|CHP|FRZ|KVI|LUM|MES,63,52,47,3,1
PDV-03789,Nordeste,CE,Fortaleza,bar premium,C,9.0,9.9,10.0,20.9,811.0,3,BAL,71,66,47,0,0
PDV-01008,Sudeste,SP,Campinas,rooftop,A,103.7,82.5,-20.4,25.7,2501.0,6,BAL|CHP|FRZ|KVI|LUM|MES,67,55,35,2,1
PDV-01217,Sudeste,SP,Santos,restaurante,C,11.9,11.2,-5.9,21.7,705.0,3,MES,55,45,47,0,0
PDV-01201,Sudeste,SP,São Paulo,restaurante,C,9.3,8.2,-11.8,19.6,709.0,3,BAL,52,43,47,1,1
PDV-01774,Sudeste,SP,São José dos Campos,choperia,A,108.8,77.7,-28.6,30.0,2492.0,6,CHP|LUM|MES,68,54,47,2,1
PDV-02680,Sul,RS,Porto Alegre,bar premium,B,66.1,62.6,-5.3,17.9,1363.0,3,CHP|KVI|LUM,72,56,39,2,0
PDV-00582,Sudeste,RJ,Niterói,bar premium,A,71.3,60.6,-15.0,19.5,1982.0,7,CHP|KVI|LUM,45,37,47,1,1
PDV-01117,Sudeste,SP,Ribeirão Preto,bar premium,C,7.3,7.6,4.1,11.0,717.0,2,CHP|FRZ,58,51,46,0,1
PDV-02894,Centro-Oeste,GO,Goiânia,rooftop,B,22.7,18.3,-19.4,19.0,1242.0,4,CHP|LUM,42,32,47,0,0
PDV-01996,Sudeste,MG,Uberlândia,bar premium,C,9.5,8.3,-12.6,7.5,633.0,3,LUM,50,46,47,0,0
PDV-02227,Sul,RS,Caxias do Sul,bar premium,A,71.4,61.8,-13.4,33.7,2417.0,6,BAL|CHP|FRZ|KVI|LUM|MES,73,52,47,2,0
PDV-01789,Sudeste,SP,São Paulo,bar premium,C,12.8,6.3,-50.8,21.6,694.0,3,BAL|FRZ,62,61,47,4,0
PDV-03507,Nordeste,BA,Feira de Santana,choperia,C,4.5,4.5,0.0,13.9,540.0,2,BAL|LUM|MES,56,47,47,0,0
PDV-01251,Sudeste,SP,Campinas,bar premium,A,284.3,250.7,-11.8,27.7,2308.0,7,BAL|CHP|KVI|LUM|MES,71,59,47,2,1
PDV-02598,Sul,SC,Joinville,bar premium,C,9.4,9.8,4.3,17.8,662.0,1,KVI,68,77,47,1,1
PDV-02083,Sul,PR,Londrina,choperia,C,3.2,3.6,12.5,14.2,743.0,3,CHP,58,47,47,0,1
PDV-02016,Sul,PR,Curitiba,bar premium,C,4.9,2.4,-51.0,22.8,674.0,5,FRZ|LUM|MES,76,53,47,4,0
PDV-02474,Sul,SC,Joinville,rooftop,C,16.0,15.4,-3.7,20.1,722.0,4,MES,38,23,47,2,0
PDV-03391,Nordeste,PE,Recife,pub,A,98.2,101.5,3.4,41.9,2204.0,7,BAL|CHP|FRZ|KVI|LUM|MES,63,52,47,1,1
PDV-00021,Sudeste,MG,Uberlândia,pub,A,56.0,50.5,-9.8,39.6,2127.0,6,BAL|CHP|KVI|LUM|MES,67,54,23,2,1
PDV-02198,Sul,SC,Joinville,bar premium,C,15.3,12.1,-20.9,25.9,637.0,3,MES,79,73,47,2,0
PDV-03750,Nordeste,CE,Fortaleza,gastrobar,C,19.6,24.1,23.0,21.9,710.0,2,CHP|FRZ,76,69,14,0,1
PDV-02391,Sul,RS,Pelotas,restaurante,C,18.6,20.2,8.6,8.6,619.0,2,CHP|FRZ|KVI,59,46,47,0,0
PDV-01525,Sudeste,SP,Santos,bar premium,A,368.0,318.9,-13.3,24.4,1891.0,7,CHP|KVI|LUM,53,35,47,2,0
PDV-01547,Sudeste,SP,Santos,rooftop,C,16.5,15.8,-4.2,18.8,667.0,2,FRZ,55,52,47,0,0
PDV-00725,Sudeste,SP,São José dos Campos,bar premium,A,125.3,77.0,-38.5,28.6,2262.0,6,BAL|CHP|FRZ|KVI|LUM,62,50,47,5,1
PDV-01762,Sudeste,RJ,Petrópolis,restaurante,C,7.5,6.7,-10.7,21.8,863.0,3,BAL|FRZ,56,54,47,0,0
PDV-00562,Sudeste,SP,São Paulo,choperia,A,175.4,73.2,-58.3,23.1,2696.0,5,BAL|CHP|FRZ|KVI|LUM|MES,56,44,14,4,0
PDV-03267,Centro-Oeste,MS,Campo Grande,pub,A,89.1,75.9,-14.8,32.0,2537.0,7,BAL|CHP|FRZ|KVI|LUM|MES,68,60,47,1,1
PDV-01250,Sudeste,RJ,Petrópolis,bar premium,B,117.5,113.8,-3.1,27.4,1360.0,3,CHP|FRZ|MES,57,42,47,1,0
PDV-01808,Sudeste,SP,São José dos Campos,pub,A,270.5,136.2,-49.6,35.6,2456.0,4,BAL|CHP|FRZ|KVI|MES,61,39,47,4,1
PDV-01619,Sudeste,SP,Campinas,bar premium,C,21.3,18.6,-12.7,11.5,624.0,2,KVI|LUM|MES,72,61,43,1,1
PDV-03370,Centro-Oeste,MS,Campo Grande,gastrobar,C,7.0,6.4,-8.6,3.0,777.0,3,LUM|MES,54,32,39,0,0
PDV-03317,Centro-Oeste,MS,Campo Grande,bar premium,B,43.7,38.5,-11.9,10.1,1197.0,4,BAL|MES,55,47,14,1,1
PDV-01301,Sudeste,SP,São Paulo,pub,B,33.3,31.8,-4.5,22.3,1295.0,4,BAL|CHP|FRZ,45,28,47,1,1
PDV-00083,Sudeste,SP,Ribeirão Preto,bar premium,C,10.8,9.7,-10.2,5.8,681.0,3,CHP,61,54,47,2,0
PDV-01823,Sudeste,RJ,Petrópolis,pub,A,102.3,89.5,-12.5,28.6,2273.0,7,BAL|CHP|KVI|LUM|MES,75,74,13,0,0
PDV-01186,Sudeste,MG,Juiz de Fora,bar premium,B,34.5,30.4,-11.9,17.5,1121.0,2,BAL|FRZ|LUM|MES,85,81,47,1,0
PDV-00251,Sudeste,SP,Ribeirão Preto,restaurante,C,15.2,11.3,-25.7,21.1,698.0,2,FRZ,70,57,22,3,1
PDV-01331,Sudeste,RJ,Rio de Janeiro,gastrobar,A,138.2,132.3,-4.3,39.5,2369.0,6,BAL|FRZ|LUM|MES,57,50,47,1,1
PDV-02269,Sul,PR,Curitiba,rooftop,C,13.6,12.3,-9.6,20.1,775.0,3,CHP|MES,88,68,47,1,0
PDV-01816,Sudeste,MG,Belo Horizonte,pub,C,10.0,7.3,-27.0,3.0,747.0,3,CHP|MES,44,34,47,3,0
PDV-03830,Nordeste,BA,Salvador,rooftop,B,20.9,22.3,6.7,24.5,1461.0,4,CHP|FRZ|KVI|MES,56,42,47,0,0
PDV-03815,Nordeste,BA,Feira de Santana,restaurante,B,22.0,26.4,20.0,34.0,1264.0,4,KVI|LUM,72,62,20,0,0
PDV-03146,Centro-Oeste,DF,Brasília,bar premium,C,13.7,7.0,-48.9,11.8,659.0,4,KVI|LUM|MES,67,56,47,3,0
PDV-02738,Sul,RS,Caxias do Sul,gastrobar,C,8.1,7.7,-4.9,21.7,738.0,3,CHP|FRZ|MES,63,30,32,1,1
PDV-03547,Nordeste,PE,Olinda,bar premium,A,69.3,83.6,20.6,38.6,2443.0,8,BAL|FRZ|KVI|LUM|MES,66,54,47,0,1
PDV-01408,Sudeste,MG,Juiz de Fora,restaurante,A,191.4,122.1,-36.2,31.9,2754.0,4,CHP|FRZ|MES,73,60,47,4,0
PDV-01439,Sudeste,SP,São Paulo,restaurante,B,46.8,41.8,-10.7,18.1,1022.0,4,BAL|CHP|KVI,64,58,47,1,0
PDV-01165,Sudeste,SP,São José dos Campos,choperia,A,125.2,124.8,-0.3,30.5,2200.0,7,BAL|CHP|FRZ|KVI|LUM|MES,43,27,47,1,1
PDV-01280,Sudeste,SP,São Paulo,bar premium,C,17.1,15.0,-12.3,5.2,578.0,3,KVI|MES,76,60,47,1,1
PDV-01234,Sudeste,SP,São José dos Campos,gastrobar,A,61.3,39.1,-36.2,32.3,2377.0,6,CHP|LUM|MES,63,51,47,3,0
PDV-01592,Sudeste,MG,Juiz de Fora,bar premium,C,13.4,11.3,-15.7,15.0,695.0,3,BAL|LUM|MES,65,54,47,2,1
PDV-00298,Sudeste,MG,Juiz de Fora,bar premium,C,10.0,9.0,-10.0,24.4,737.0,3,KVI|MES,88,96,47,0,0
PDV-00160,Sudeste,MG,Juiz de Fora,bar premium,B,33.3,28.0,-15.9,25.0,1314.0,4,CHP|LUM,81,70,33,2,0
PDV-01980,Sudeste,SP,Campinas,bar premium,A,145.8,113.1,-22.4,23.9,2121.0,7,BAL|FRZ|KVI|LUM|MES,44,33,47,2,1
PDV-00514,Sudeste,SP,Ribeirão Preto,pub,B,56.9,32.0,-43.8,20.1,1093.0,2,CHP|MES,69,45,47,4,0
PDV-01697,Sudeste,SP,Campinas,restaurante,B,51.4,36.5,-29.0,22.6,1401.0,3,BAL|KVI|LUM|MES,54,43,47,3,0
PDV-00556,Sudeste,MG,Juiz de Fora,rooftop,A,81.0,76.3,-5.8,36.6,2368.0,7,BAL|FRZ|LUM,72,53,47,1,1
PDV-03608,Nordeste,PE,Olinda,pub,B,28.2,30.4,7.8,20.2,1131.0,4,BAL|CHP,87,73,47,0,0
PDV-00257,Sudeste,MG,Juiz de Fora,bar premium,C,8.0,7.3,-8.8,13.0,658.0,4,BAL,71,67,47,1,0
PDV-01067,Sudeste,RJ,Petrópolis,choperia,B,21.5,17.4,-19.1,32.0,1351.0,5,BAL|CHP,62,56,47,1,0
PDV-00814,Sudeste,ES,Vitória,choperia,C,22.0,13.0,-40.9,18.4,748.0,3,FRZ,51,34,47,4,0
PDV-01879,Sudeste,MG,Juiz de Fora,rooftop,B,34.4,31.7,-7.8,27.8,952.0,5,CHP|KVI|LUM|MES,67,69,47,1,1
PDV-03611,Nordeste,BA,Salvador,gastrobar,B,50.8,54.6,7.5,31.0,1240.0,4,CHP|FRZ,83,63,47,1,0
PDV-01242,Sudeste,RJ,Niterói,bar premium,A,211.0,191.8,-9.1,32.2,2172.0,4,BAL|CHP|FRZ|KVI|LUM|MES,71,74,47,1,1
PDV-03252,Centro-Oeste,DF,Brasília,restaurante,A,132.4,121.8,-8.0,33.3,2209.0,9,CHP|KVI|LUM,54,53,47,0,0
PDV-01245,Sudeste,SP,Ribeirão Preto,gastrobar,C,7.5,6.4,-14.7,26.6,789.0,4,KVI|LUM,54,52,47,0,0
PDV-01940,Sudeste,MG,Belo Horizonte,bar premium,B,27.0,28.3,4.8,23.4,1403.0,5,BAL|FRZ|LUM|MES,59,52,46,1,1
PDV-02975,Centro-Oeste,MS,Campo Grande,bar premium,B,40.2,25.6,-36.3,13.1,1037.0,4,CHP|FRZ|KVI|LUM,63,35,47,3,0
PDV-03763,Nordeste,PE,Olinda,bar premium,B,35.6,36.9,3.7,19.8,1194.0,5,CHP|FRZ|LUM|MES,72,69,9,1,0
PDV-01321,Sudeste,ES,Vila Velha,restaurante,B,20.9,10.4,-50.2,16.7,1383.0,3,LUM|MES,65,49,47,5,1
PDV-01603,Sudeste,RJ,Niterói,pub,B,31.4,20.6,-34.4,23.1,1225.0,4,BAL|CHP|LUM|MES,53,44,47,3,0
PDV-03770,Nordeste,CE,Juazeiro do Norte,bar premium,C,10.8,11.5,6.5,6.1,730.0,4,LUM|MES,64,53,10,0,0
PDV-00765,Sudeste,SP,Campinas,restaurante,A,107.3,90.1,-16.0,39.2,2569.0,5,CHP|FRZ|KVI|LUM|MES,56,48,47,1,0
PDV-02380,Sul,PR,Londrina,bar premium,C,8.2,8.1,-1.2,16.8,704.0,3,LUM,55,57,43,0,0
PDV-00359,Sudeste,SP,Santos,bar premium,B,27.6,26.7,-3.3,26.5,1180.0,4,CHP|LUM,51,31,13,1,0
PDV-00452,Sudeste,SP,Santos,pub,B,22.4,20.4,-8.9,18.7,1331.0,4,CHP|LUM,67,60,47,1,1
PDV-03069,Centro-Oeste,GO,Goiânia,bar premium,C,12.2,12.0,-1.6,24.3,729.0,4,CHP|FRZ|KVI,71,55,47,1,0
PDV-00708,Sudeste,SP,Campinas,pub,C,6.0,5.9,-1.7,20.5,761.0,3,KVI,66,52,47,1,1
PDV-02499,Sul,SC,Florianópolis,restaurante,A,58.0,34.9,-39.8,30.5,2342.0,6,CHP|FRZ|MES,71,55,21,4,0
PDV-01450,Sudeste,SP,Ribeirão Preto,restaurante,A,110.5,106.2,-3.9,26.1,2223.0,7,CHP|FRZ|LUM|MES,51,45,47,1,0
PDV-03676,Nordeste,BA,Feira de Santana,restaurante,A,84.3,89.1,5.7,28.6,2247.0,6,BAL|CHP|FRZ|KVI|LUM|MES,74,61,47,1,0
PDV-00845,Sudeste,MG,Belo Horizonte,restaurante,C,21.4,18.3,-14.5,20.1,709.0,5,CHP|FRZ|LUM,63,57,47,1,0
PDV-03292,Centro-Oeste,MT,Cuiabá,pub,B,26.2,16.1,-38.5,25.7,1327.0,3,FRZ|LUM,69,57,47,3,1
PDV-03705,Nordeste,PE,Caruaru,gastrobar,C,7.9,7.9,0.0,9.0,581.0,2,FRZ,52,40,47,2,1
PDV-03498,Nordeste,PE,Olinda,bar premium,A,44.6,51.6,15.7,22.8,2729.0,6,BAL|CHP|FRZ|KVI|LUM|MES,76,73,44,1,0
PDV-03707,Nordeste,CE,Fortaleza,bar premium,C,8.0,9.7,21.2,12.2,824.0,2,LUM|MES,62,56,47,0,1
PDV-00924,Sudeste,SP,São Paulo,rooftop,A,172.5,159.6,-7.5,30.4,2898.0,6,BAL|KVI|MES,66,64,47,1,0
PDV-00867,Sudeste,SP,São Paulo,bar premium,B,47.1,45.1,-4.2,24.3,1307.0,4,CHP|MES,76,65,33,1,1
PDV-00951,Sudeste,RJ,Niterói,rooftop,C,29.5,29.0,-1.7,26.5,760.0,1,CHP,75,58,47,0,0
PDV-02679,Sul,PR,Maringá,bar premium,C,9.3,9.4,1.1,11.5,725.0,5,MES,55,51,47,0,0
PDV-02073,Sul,RS,Porto Alegre,restaurante,A,99.5,94.1,-5.4,31.0,2783.0,7,BAL|FRZ|KVI|LUM,29,32,47,1,1
PDV-02306,Sul,SC,Joinville,restaurante,C,12.0,10.8,-10.0,24.9,697.0,2,CHP,47,45,47,1,0
PDV-00975,Sudeste,MG,Belo Horizonte,pub,C,12.6,10.8,-14.3,9.6,524.0,2,BAL,55,59,47,2,0
PDV-02979,Centro-Oeste,GO,Anápolis,pub,C,15.0,10.5,-30.0,11.7,586.0,5,CHP,66,53,47,5,1
PDV-01436,Sudeste,SP,Ribeirão Preto,bar premium,B,66.1,56.2,-15.0,18.3,778.0,4,BAL|CHP|FRZ|MES,64,51,47,0,1
PDV-02204,Sul,PR,Curitiba,pub,C,5.6,3.9,-30.4,6.5,577.0,3,BAL|FRZ|MES,61,47,47,3,0
PDV-01335,Sudeste,MG,Juiz de Fora,rooftop,C,25.2,15.9,-36.9,15.7,832.0,5,LUM,70,52,47,4,1
PDV-00082,Sudeste,SP,São José dos Campos,gastrobar,A,124.4,113.6,-8.7,22.7,2746.0,7,CHP|FRZ|KVI|LUM|MES,57,38,47,2,1
PDV-00570,Sudeste,RJ,Petrópolis,bar premium,A,134.9,117.5,-12.9,30.1,2365.0,7,BAL|CHP|FRZ|KVI|LUM|MES,71,68,47,0,0
PDV-00789,Sudeste,RJ,Petrópolis,pub,B,43.9,37.9,-13.7,43.1,1276.0,5,BAL|MES,66,66,47,2,0
PDV-02031,Sul,SC,Joinville,pub,C,6.1,4.9,-19.7,10.1,712.0,5,BAL|LUM|MES,50,29,35,2,0
PDV-02059,Sul,PR,Maringá,choperia,B,17.8,17.3,-2.8,18.1,1132.0,4,FRZ|MES,48,48,47,0,0
PDV-03067,Centro-Oeste,GO,Anápolis,restaurante,B,29.3,25.5,-13.0,16.3,1422.0,3,BAL|LUM,66,63,20,0,0
PDV-00920,Sudeste,SP,São José dos Campos,bar premium,C,14.9,13.8,-7.4,30.3,675.0,3,FRZ|LUM|MES,71,67,47,0,0
PDV-03213,Centro-Oeste,MS,Campo Grande,restaurante,A,54.3,44.9,-17.3,31.6,2259.0,7,BAL|KVI|MES,65,49,37,1,0
PDV-02813,Sul,SC,Balneário Camboriú,choperia,B,79.3,83.6,5.4,28.4,1257.0,5,FRZ|LUM|MES,56,53,47,0,1
PDV-00227,Sudeste,SP,São Paulo,pub,C,10.7,6.2,-42.1,11.3,601.0,4,LUM,50,41,30,4,0
PDV-00343,Sudeste,RJ,Niterói,bar premium,A,143.4,115.8,-19.2,36.0,2055.0,6,BAL|CHP|FRZ|KVI|LUM|MES,61,51,11,2,1
PDV-00419,Sudeste,MG,Uberlândia,bar premium,C,13.5,13.2,-2.2,15.3,592.0,3,FRZ,34,25,47,1,1
PDV-03002,Centro-Oeste,DF,Brasília,restaurante,A,132.5,106.1,-19.9,20.5,1957.0,6,CHP|KVI|LUM|MES,64,57,47,0,0
PDV-00099,Sudeste,RJ,Niterói,rooftop,C,7.4,6.7,-9.5,13.8,559.0,2,BAL|FRZ,63,53,47,1,0
PDV-01216,Sudeste,MG,Juiz de Fora,pub,C,14.4,13.1,-9.0,15.5,607.0,5,FRZ|LUM,41,15,47,2,0
PDV-00522,Sudeste,MG,Belo Horizonte,bar premium,C,10.5,9.3,-11.4,16.0,696.0,4,KVI|MES,61,51,47,1,1
PDV-02477,Sul,PR,Londrina,rooftop,C,24.4,12.0,-50.8,13.2,487.0,4,KVI|MES,71,62,47,5,0
PDV-01364,Sudeste,RJ,Rio de Janeiro,bar premium,B,22.9,21.7,-5.2,15.1,1223.0,5,KVI|LUM,41,30,47,1,0
PDV-01746,Sudeste,SP,Santos,bar premium,B,38.3,34.3,-10.4,21.6,1139.0,5,BAL|CHP|FRZ|MES,53,50,47,0,0
PDV-02341,Sul,RS,Pelotas,pub,C,9.7,10.2,5.2,18.2,719.0,2,CHP|KVI,66,61,36,0,0
PDV-02888,Centro-Oeste,DF,Brasília,pub,A,94.0,58.6,-37.7,33.8,2527.0,6,BAL|FRZ|KVI|LUM|MES,57,46,47,3,0
PDV-00214,Sudeste,RJ,Niterói,pub,C,20.2,12.4,-38.6,10.7,583.0,6,BAL|CHP|LUM,54,32,47,3,0
PDV-00652,Sudeste,SP,Campinas,pub,B,34.9,34.7,-0.6,30.0,1287.0,4,CHP|FRZ|KVI|LUM,66,62,19,0,0
PDV-00350,Sudeste,RJ,Niterói,bar premium,B,26.5,22.8,-14.0,13.9,1090.0,4,BAL|CHP|KVI|MES,87,78,17,0,0
PDV-00417,Sudeste,SP,Campinas,restaurante,A,157.6,97.0,-38.5,21.8,2504.0,6,BAL|KVI|MES,47,42,47,3,0
PDV-03409,Nordeste,CE,Juazeiro do Norte,pub,C,2.0,2.1,5.0,18.3,761.0,2,MES,78,71,36,1,0
PDV-01631,Sudeste,SP,Campinas,gastrobar,A,68.6,45.0,-34.4,35.8,2648.0,5,BAL|FRZ|KVI|LUM,53,45,47,3,1
PDV-02116,Sul,PR,Maringá,gastrobar,A,90.6,85.2,-6.0,21.8,2475.0,6,KVI|LUM|MES,40,43,47,1,0
PDV-02491,Sul,PR,Curitiba,gastrobar,C,8.8,5.3,-39.8,24.4,805.0,4,FRZ|LUM|MES,67,51,47,4,0
PDV-00664,Sudeste,SP,Campinas,restaurante,C,14.2,9.3,-34.5,13.1,650.0,4,MES,76,56,47,5,1
PDV-03141,Centro-Oeste,MT,Cuiabá,bar premium,C,10.5,10.0,-4.8,22.8,717.0,3,KVI,43,22,47,0,0
PDV-01607,Sudeste,SP,Campinas,bar premium,B,66.4,61.3,-7.7,15.8,1292.0,5,CHP|LUM,39,21,47,0,0
PDV-03398,Nordeste,PE,Caruaru,bar premium,B,33.3,34.1,2.4,14.1,1233.0,5,BAL|CHP|KVI,72,59,47,0,0
PDV-03722,Nordeste,BA,Salvador,restaurante,A,77.8,88.3,13.5,16.8,1878.0,7,BAL|CHP|KVI|LUM|MES,69,59,47,1,1
PDV-03051,Centro-Oeste,GO,Goiânia,pub,B,63.4,57.0,-10.1,28.0,1299.0,3,BAL|MES,63,52,47,1,0
PDV-00290,Sudeste,SP,Ribeirão Preto,bar premium,C,28.5,25.1,-11.9,7.5,853.0,4,CHP|FRZ|KVI,88,75,47,1,0
PDV-03720,Nordeste,RN,Natal,bar premium,B,9.5,10.1,6.3,12.1,1296.0,3,FRZ|MES,53,35,17,0,0
PDV-03454,Nordeste,BA,Feira de Santana,pub,A,89.3,89.2,-0.1,27.9,2464.0,5,BAL|KVI|LUM|MES,57,48,47,0,0
PDV-01716,Sudeste,SP,Ribeirão Preto,bar premium,A,113.1,55.2,-51.2,32.8,2217.0,4,CHP|LUM|MES,66,56,47,5,0
PDV-01569,Sudeste,MG,Uberlândia,gastrobar,C,8.0,4.9,-38.7,22.0,759.0,5,KVI|MES,74,68,27,4,1
PDV-01188,Sudeste,RJ,Niterói,restaurante,A,112.5,92.0,-18.2,35.2,1872.0,6,BAL|CHP|LUM,43,26,47,2,0
PDV-01707,Sudeste,RJ,Petrópolis,restaurante,A,95.3,79.9,-16.2,33.9,2031.0,8,BAL|CHP|FRZ|KVI|LUM|MES,42,23,47,0,0
